delivery_id,pickup_lat,pickup_lon,pickup_zipcode,dropoff_lat,dropoff_lon,dropoff_zipcode
1307113.0,40.7411144339,-73.9906501942,10010,40.7395925,-73.992171,10011
1460291.0,40.7640845314,-73.9704997985,10022,40.768425,-73.960552,10021
1371933.0,40.7388675545,-74.0027474503,10014,40.7512572874,-74.0056337603,10001
1362882.0,40.7213537497,-73.997525294,10012,40.739070159,-73.992660443,10011
1282058.0,40.7231283099,-74.0020608902,10012,40.732141,-74.00479,10014
1467286.0,40.7416578349,-74.0011980342,10011,40.74184,-74.002787,10011
1325940.0,40.727578,-73.9883929,10003,40.721817,-73.997936,10012
1329624.0,40.7791260657,-73.9549048946,10028,40.7662493376,-73.9538278556,10021
1333210.0,40.7381115664,-74.0056052294,10014,40.7389323,-74.0088234,10014
1417060.0,40.7265460741,-73.9915846564,10003,40.727323,-73.991729,10003
1354993.0,40.7821167,-73.9807391,10024,40.7566699691,-73.9739221186,10016
1278357.0,40.735676762,-73.9938295281,10003,40.752872,-73.987864,10018
1347642.0,40.7680617094,-73.9818477631,10019,40.7647037618,-73.9760547671,10019
1379897.0,40.7618551806,-73.9606367672,10065,40.761384,-73.966028,10022
1346178.0,40.7711352093,-73.9596231031,10021,40.7811695,-73.9562204,10128
1286601.0,40.7408843578,-73.9881986767,10010,40.742905,-73.991038,10010
1487412.0,40.715382,-74.008942,10007,40.7636961,-73.9764605,10019
1331951.0,40.7291104035,-73.9842454556,10003,40.7451885188,-74.0044395704,10011
1303091.0,40.7640845314,-73.9704997985,10022,40.7465419862,-73.9802532914,10016
1432327.0,40.7441879543,-73.98753094,10016,40.7487007,-73.9742425,10016
1281489.0,40.7301710685,-73.9866845613,10003,40.72665,-73.991114,10003
1355110.0,40.7291104035,-73.9842454556,10003,40.7252962,-73.9893965,10003
1348384.0,40.7342138549,-74.0062020293,10014,40.7481973,-74.0033459,10011
1442176.0,40.739891,-73.986504,10010,40.7342199,-73.9902554,10003
1300896.0,40.7170134613,-74.0081226826,10013,40.722057622,-73.9967725964,10012
1351083.0,40.7219795797,-73.9881482142,10002,40.7145174802,-74.0070190819,10007
1355477.0,40.7724243697,-73.956931098,10075,40.7882044,-73.9756009,10024
1370542.0,40.72434,-73.99096,10003,40.7401254075,-73.9906110429,10010
1349068.0,40.7455111365,-73.9776051919,10016,40.7691986648,-73.9572858784,10021
